id,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at,updated_at
155,Nina Gleason I,1,eun_feeney@hilll-hermann.test,9,1,23,1,405,individual,3,f,divorciado,,6,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
156,Kathyrn Bayer,1,mozella.stamm@parker-ernser.example,77,22,23,3,226,familiar,3,f,solteiro,,0,5,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
157,Velma Carroll,1,dino_vandervort@senger-buckridge.example,26,70,8,9,359,individual,2,t,divorciado,,3,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
158,Luana Willms,1,glen@heathcote-wilkinson.test,43,56,25,1,33,familiar,1,f,casado,,9,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
159,Asa Denesik I,1,randal@thompson.test,2,33,15,8,176,individual,4,f,divorciado,,8,9,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
160,Rev. Gale Veum,1,adelle.stamm@feil.example,83,58,0,6,288,individual,5,f,divorciado,,4,0,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
161,Elfriede Herman IV,1,corey_gottlieb@farrell.example,27,59,31,5,44,individual,6,t,casado,,2,9,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
162,Avis Hodkiewicz,1,percy_bahringer@jakubowski.test,38,22,23,1,216,individual,3,t,casado,,6,9,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
163,Delsie Cremin,1,rolf@johns-jacobi.test,79,55,12,5,97,familiar,1,f,solteiro,,10,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
164,Vito Rempel,1,nathanial_pouros@larkin.example,78,65,8,3,116,individual,6,f,casado,,4,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
165,Mona Bruen,1,deangelo@rodriguez.example,46,33,20,8,433,individual,5,f,casado,,5,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
166,Otis Dare,1,remedios@bayer-altenwerth.test,24,17,26,9,98,individual,2,f,divorciado,,9,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
167,Rev. Andre Keeling,1,delcie.mertz@barrows.test,9,17,18,0,70,familiar,2,f,divorciado,,0,10,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
168,Jewell Hermiston,1,jon_bechtelar@mcglynn-krajcik.test,63,33,32,7,462,individual,3,f,casado,,10,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
169,Ardelle Ledner,1,jody_kerluke@cronin.example,3,8,2,3,181,individual,4,t,solteiro,,9,2,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
170,Tyler Gottlieb,1,melvin.padberg@ferry.example,3,9,12,3,322,individual,7,f,solteiro,,3,5,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
171,Ena Tillman Sr.,1,zane@fritsch.example,34,3,37,4,250,familiar,2,t,solteiro,,8,7,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
172,Ms. Randall Ullrich,1,marilu_gottlieb@kub.example,67,73,35,5,274,familiar,6,t,casado,,10,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
173,Johnathon Pouros,1,moshe.greenholt@schmitt.test,49,42,8,5,298,familiar,2,t,casado,,5,9,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
174,Missy Mertz,1,esta.fahey@cassin.example,5,7,31,3,38,individual,6,t,solteiro,,3,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
175,Robby Schumm Sr.,1,stephany.smith@langosh-carroll.example,58,60,19,5,214,familiar,1,f,divorciado,,8,0,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
176,Jamie Hartmann,1,franchesca@schowalter.example,49,37,17,3,4,individual,5,f,divorciado,,4,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
177,Nadine Cummings,1,rema@hermiston.test,19,23,34,0,36,familiar,6,t,divorciado,,4,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
178,Shin Hickle DVM,1,randal@vonrueden.example,15,44,14,2,89,individual,5,t,solteiro,,7,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
179,Len Reichel,1,yang.beahan@greenholt-heaney.example,84,11,26,1,449,individual,2,t,divorciado,,2,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
180,Ulysses Kreiger,1,damaris.oberbrunner@heller-vonrueden.test,61,59,30,3,452,familiar,2,f,divorciado,,4,1,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
181,Tameka Powlowski PhD,1,thi_parisian@ernser.example,62,63,29,7,201,individual,3,f,divorciado,,4,18,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
182,Kathie Deckow,1,delmer_bergstrom@ebert-reichel.test,52,48,17,7,419,familiar,5,f,divorciado,,7,2,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
183,Caterina Satterfield,1,corey_bayer@romaguera-homenick.example,61,5,3,1,350,individual,7,t,divorciado,,9,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
184,Camilla Becker Sr.,1,jacqueline.mclaughlin@luettgen.test,1,48,9,8,338,familiar,2,f,casado,,9,18,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
185,Jenny Bradtke,1,rosalind@graham.example,55,68,32,6,460,individual,5,f,divorciado,,2,12,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
186,Gene Jacobi Ret.,1,tracee.hyatt@ohara-okon.test,36,69,32,1,60,individual,4,t,divorciado,,9,1,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
187,Barbara Cummings,1,sheree@dooley.test,34,24,4,8,409,familiar,1,t,divorciado,,8,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
188,Roseanna Bailey,1,theo@wisoky-leffler.test,64,74,33,6,292,familiar,7,f,divorciado,,0,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
189,Shela O'Hara,1,debbi.reinger@thompson.example,52,26,4,9,435,individual,7,t,divorciado,,4,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
190,Maren Sipes,1,aron@hagenes.test,19,25,6,5,260,individual,1,t,casado,,5,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
191,Letisha Fisher,1,jina@mills.example,46,12,10,1,294,familiar,5,f,casado,,10,13,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
192,Tonisha Boyer IV,1,lolita_cummings@bednar.example,3,50,5,0,151,individual,6,t,divorciado,,7,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
193,Veronica Schmeler,1,mitchel_lynch@predovic.test,34,73,28,5,354,individual,1,f,casado,,6,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
194,Rodrigo Legros,1,corey_spencer@senger.test,57,53,22,6,138,individual,6,f,divorciado,,10,0,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
195,Rico Ebert,1,mario_hirthe@heidenreich.test,46,70,16,0,144,familiar,4,f,divorciado,,1,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
196,Marge Schuppe,1,darby.koepp@kihn.example,50,72,10,2,349,individual,6,t,casado,,7,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
197,Truman Nienow,1,michaele.wilkinson@stokes.example,17,49,28,6,381,familiar,2,f,solteiro,,3,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
198,Georgene Ritchie,1,renaldo_friesen@upton-jacobson.test,77,60,5,2,368,individual,2,t,solteiro,,2,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
199,Pearlie Schmeler,1,tora.kemmer@schowalter-turcotte.example,12,13,27,0,87,familiar,7,t,solteiro,,1,4,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
200,Teddy Turcotte,1,rosalba@fay.example,86,18,9,6,295,individual,3,f,divorciado,,7,9,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
201,Merrilee Stokes,1,shaun@yost.example,6,39,14,2,445,familiar,3,f,solteiro,,8,5,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
202,Giovanni Tromp,1,mckinley.swift@kutch.example,24,41,19,0,89,familiar,6,f,casado,,1,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
203,Chelsie Hauck,1,nickolas@tremblay.example,83,55,3,0,279,individual,1,t,divorciado,,7,4,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
204,Rochell Jones I,1,delmer@schowalter.test,36,36,10,6,428,familiar,2,f,solteiro,,10,4,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
205,Rev. Annett Macejkovic,1,taylor_damore@vonrueden-bruen.test,15,62,14,7,340,familiar,2,f,solteiro,,7,12,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
206,Buddy Lebsack,1,donnette@bruen-schoen.example,77,26,6,4,299,individual,1,t,solteiro,,7,4,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
207,Prof. Joesph Hand,1,fletcher@kovacek.test,84,13,22,6,89,individual,4,f,divorciado,,6,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
208,Kelly Pfannerstill,1,karmen@tillman-renner.example,38,54,19,2,179,individual,2,f,divorciado,,4,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
209,Patrick Feest,1,tanya@yundt.example,19,15,19,9,231,familiar,6,f,solteiro,,2,5,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
210,Monroe Shanahan,1,rudolph.roberts@swift.example,67,13,1,6,68,familiar,3,t,divorciado,,1,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
211,Pamila Towne,1,cameron.witting@haley.example,47,69,16,6,3,familiar,3,t,casado,,2,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
212,Luigi Hahn,1,marquis@bednar-buckridge.test,42,17,7,2,238,familiar,4,t,casado,,2,1,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
213,Ms. Noelia Wilderman,1,see@mclaughlin.test,64,59,37,3,342,individual,2,f,casado,,9,4,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
214,Ms. Jeff Marks,1,pamula_satterfield@dickinson-dubuque.example,70,23,31,9,379,individual,5,f,divorciado,,0,0,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
215,Noe Bernhard,1,christopher_lind@mann-harris.test,29,28,13,8,322,familiar,1,f,divorciado,,10,1,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
216,Beryl Grimes,1,ted.cartwright@abshire.example,6,28,23,9,486,familiar,5,f,divorciado,,1,9,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
217,Blaine Hackett Ret.,1,ismael.beatty@lowe.example,55,71,20,1,84,individual,1,t,divorciado,,3,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
218,Robyn Ratke,1,lea_cartwright@west.example,83,17,31,0,396,familiar,7,f,solteiro,,6,7,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
219,Randal Renner DVM,1,laraine@barrows.test,77,15,19,5,295,individual,4,f,casado,,4,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
220,Alina Hirthe,1,marnie_donnelly@kessler.example,51,31,13,0,37,familiar,2,f,solteiro,,9,1,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
221,Cruz Heathcote,1,grover.brakus@macgyver.test,18,58,9,0,195,familiar,7,t,divorciado,,6,5,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
222,Georgine Farrell,1,nicholas@reinger.example,77,73,2,2,333,individual,4,t,divorciado,,8,5,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
223,Kelsi Zemlak VM,1,leo_cremin@rau.example,41,51,19,1,24,individual,4,t,casado,,5,18,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
224,Assunta Rodriguez,1,rossana@dibbert-okon.test,53,25,28,5,180,familiar,5,f,casado,,10,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
225,Lelia Kiehn,1,cori_frami@friesen.example,80,22,29,7,106,individual,3,t,divorciado,,1,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
226,Ernie Leuschke,1,keeley@reichert.example,32,69,17,8,473,familiar,1,f,divorciado,,5,6,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
227,Christiane Gleichner PhD,1,jacques_mante@hickle-spencer.example,9,41,10,8,191,familiar,6,t,divorciado,,6,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
228,Brittney Hermann,1,jamaal@boyer.test,73,42,15,3,24,individual,5,f,casado,,8,1,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
229,Brooks Hilll,1,erin@durgan-effertz.test,19,9,26,1,207,individual,7,f,divorciado,,8,16,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
230,Adrianne Carroll,1,reginald.friesen@osinski.test,67,21,15,5,221,individual,1,f,casado,,5,0,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
231,Milagro Russel,1,tawnya_stark@cole.example,63,35,12,1,481,individual,6,t,casado,,1,5,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
232,Eve Ledner,1,lashawn@mante.test,56,31,13,8,387,individual,7,f,solteiro,,9,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
233,Earle Marks,1,hugo@roob-ernser.test,5,32,19,9,483,individual,4,f,casado,,8,4,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
234,Cherie Waelchi,1,warner_bergstrom@franecki-robel.example,62,30,17,4,301,familiar,2,f,divorciado,,1,12,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
235,Wei Moen,1,evelyne_reynolds@erdman.test,35,35,5,7,483,individual,2,t,divorciado,,6,2,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
236,Maryjane Reichert,1,gwyneth.williamson@graham-kovacek.example,36,51,15,5,391,individual,4,f,solteiro,,10,5,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
237,Amb. Will Kemmer,1,naomi@connelly.test,17,71,36,9,126,familiar,3,f,solteiro,,5,2,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
238,Rep. Garfield Grant,1,grant.kris@bahringer-keebler.test,5,9,6,3,468,familiar,2,t,casado,,8,12,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
239,Gema Zieme,1,julianne_marvin@baumbach.test,60,43,33,5,326,familiar,2,t,casado,,0,7,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
240,Ching Goldner,1,sarah@corkery.example,51,40,12,8,373,familiar,5,f,divorciado,,10,4,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
241,Jon Dibbert,1,chong@yost-bergnaum.test,4,35,7,3,166,individual,7,t,divorciado,,5,1,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
242,Chas Hodkiewicz,1,monte@ullrich-rath.example,26,30,1,1,259,familiar,3,t,casado,,4,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
243,Phoebe McLaughlin,1,ernest@pouros-welch.test,39,11,25,0,332,familiar,2,t,divorciado,,0,9,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
244,Elliott Bernier,1,adria.cronin@sporer.test,81,58,22,2,53,familiar,1,f,divorciado,,8,20,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
245,Duane Lehner,1,ethan_romaguera@rosenbaum.example,40,10,35,8,443,familiar,6,f,solteiro,,7,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
246,Wendell Oberbrunner,1,hans@franecki-wolff.test,41,21,34,5,435,individual,7,t,solteiro,,8,5,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
247,Shani McClure,1,paige.monahan@waters.test,5,68,37,8,145,familiar,1,f,divorciado,,9,3,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
248,Gerry Murazik,1,winford.lemke@kilback.test,36,17,7,7,441,familiar,2,f,casado,,3,5,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
249,Pres. Elton Bradtke,1,cristie@kulas.example,76,30,18,5,376,individual,7,t,casado,,7,8,2024-02-17 00:32:28 UTC,2024-02-17 00:32:28 UTC
250,Mr. Sade Hilll,1,ricardo@krajcik.test,77,44,31,0,359,individual,6,t,casado,,1,6,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
251,Ned Kemmer,1,antoinette.rice@vonrueden-barrows.example,30,31,27,3,463,familiar,1,t,casado,,6,8,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
252,Msgr. Celeste Parisian,1,gus_swift@okeefe.test,66,42,5,5,212,individual,2,f,divorciado,,2,16,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
253,Yelena Keeling,1,matha@boyer.test,15,14,5,2,372,individual,4,t,casado,,1,9,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
254,Ciera Rippin,1,sterling_gorczany@wilkinson.example,43,19,29,3,77,individual,7,f,solteiro,,9,2,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
255,Jason Feest,1,kaycee_gibson@altenwerth-auer.example,54,66,36,7,318,individual,3,t,divorciado,,6,6,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
256,Tanna Metz,1,nathanael@pacocha.test,55,55,1,9,227,familiar,1,f,solteiro,,0,4,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
257,Gov. Porter Collins,1,angle@olson-runte.example,22,43,30,9,39,familiar,2,t,divorciado,,4,1,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
258,Domenic Rowe,1,bruno@cremin-mcdermott.test,30,58,22,0,353,individual,1,f,solteiro,,2,13,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
259,Camie Schneider,1,ashli.dare@carter-kuhic.example,80,66,17,3,185,individual,1,f,solteiro,,0,3,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
260,Jan Christiansen,1,milagros_kautzer@kuhic-kuhic.example,53,26,25,4,25,individual,5,f,casado,,10,2,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
261,Patience Graham IV,1,palmer_lesch@runolfsdottir.test,79,6,35,1,412,familiar,4,f,casado,,0,5,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
262,Carmon Cole,1,dorothea@balistreri.example,57,16,2,7,375,familiar,4,t,casado,,0,0,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
263,Mr. Antonietta Effertz,1,demetrius_mueller@treutel.example,59,67,35,8,184,familiar,7,t,casado,,7,0,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
264,Mrs. Anthony Klein,1,shanel_osinski@cronin-goodwin.test,63,41,20,8,469,individual,4,t,divorciado,,7,0,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
265,Bill D'Amore,1,isa_bode@goodwin.example,9,59,5,4,357,individual,3,t,solteiro,,0,3,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
266,Kareem Cassin MD,1,irving.jakubowski@kerluke.test,14,51,12,6,194,individual,4,t,casado,,9,9,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
267,Rep. Rachelle Stiedemann,1,mitch@hamill.example,42,22,31,1,116,familiar,6,f,casado,,1,12,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
268,Felipe Weimann,1,zulema@rolfson.example,75,67,28,3,280,familiar,5,f,divorciado,,8,4,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
269,Janetta Bailey,1,ward_kuhn@gulgowski-stoltenberg.example,54,20,33,8,31,individual,1,t,solteiro,,7,0,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
270,Liane Thiel,1,theodore@deckow.example,68,18,33,5,355,familiar,1,t,divorciado,,10,6,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
271,Chaya Wehner,1,nubia.will@koelpin.test,57,30,23,6,213,individual,6,f,solteiro,,7,8,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
272,Miss Lavona Bogan,1,cordie.macgyver@rogahn.example,24,15,11,3,469,individual,5,f,solteiro,,5,18,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
273,Lucio Kessler,1,lupe.waters@waters.example,47,28,16,5,396,familiar,1,t,divorciado,,10,0,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
274,Drucilla Smith,1,wilbert_block@brakus.example,45,2,22,0,456,individual,1,t,divorciado,,6,2,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
275,Billi Schmidt,1,ricardo@sauer-kuhlman.example,27,74,28,3,136,individual,2,f,casado,,8,9,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
276,Tamie Keeling,1,eldon.feest@wiza.example,62,39,26,4,106,individual,3,t,solteiro,,9,4,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
277,Pres. Mariano Rogahn,1,efrain_gislason@davis-beatty.example,35,14,11,4,141,individual,3,f,solteiro,,6,9,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
278,The Hon. Damon Goodwin,1,lory@kulas.test,13,33,11,3,104,individual,1,t,divorciado,,4,2,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
279,Chuck Anderson,1,loyce_armstrong@schoen.example,80,16,22,5,17,familiar,2,t,divorciado,,8,0,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
280,Erika Jacobi,1,katy.klocko@buckridge.example,6,5,7,5,87,familiar,5,t,divorciado,,10,1,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
281,Man Bernier,1,sharice@greenfelder-hauck.test,72,59,31,1,149,familiar,3,f,divorciado,,10,2,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
282,Dr. Chance Heller,1,adrian@moore-bergstrom.example,50,18,32,3,481,familiar,2,f,casado,,9,7,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
283,Beata Hermann,1,randy_herzog@bashirian.example,49,34,30,7,192,individual,4,f,casado,,7,5,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
284,Buford Hettinger,1,hans_shields@runolfsson.test,3,48,35,3,362,familiar,2,t,casado,,8,0,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
285,Cliff Hahn,1,curt.cruickshank@macejkovic.example,79,10,27,1,157,familiar,7,f,solteiro,,2,6,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
286,Miss Rob Kozey,1,marshall@nolan.example,21,38,15,8,368,individual,6,f,solteiro,,4,3,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
287,Jan Hammes,1,cornelius@monahan.example,79,30,7,7,145,familiar,4,f,divorciado,,5,5,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
288,Moshe Bailey,1,nestor@pacocha-bogisich.test,9,16,8,3,223,individual,4,t,casado,,1,8,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
289,Muriel Armstrong JD,1,phillip.howell@schuster-goyette.test,65,46,8,0,192,familiar,7,f,divorciado,,4,4,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
290,Jude Parisian,1,christian@green.test,24,74,35,5,86,familiar,3,f,solteiro,,4,3,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
291,Lilia Botsford,1,gregorio@schneider.test,20,50,14,0,227,individual,3,f,solteiro,,10,6,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
292,Prof. Maria Willms,1,guadalupe.ankunding@mueller.example,50,63,10,9,486,individual,2,f,solteiro,,10,8,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
293,Aldo Abbott,1,concha.simonis@nicolas-mccullough.test,74,29,26,7,49,familiar,3,f,divorciado,,2,2,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
294,Charline Adams,1,lou_balistreri@wiegand-prohaska.example,24,63,6,8,391,familiar,7,f,divorciado,,4,4,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
295,Santos O'Reilly,1,bryce.king@harris.example,5,38,5,8,232,familiar,4,f,divorciado,,6,3,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
296,Fredricka Nikolaus,1,melita.littel@gerhold.test,43,41,31,0,385,individual,3,f,divorciado,,5,1,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
297,Timmy Lakin,1,hertha.oreilly@jacobi.test,9,71,24,3,145,individual,7,t,solteiro,,3,9,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
298,Marisela Kuphal,1,larita@haley.example,51,15,10,7,363,individual,5,f,divorciado,,5,5,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
299,Eric Fahey,1,james.collins@klein-berge.example,47,14,21,4,98,familiar,1,f,casado,,6,9,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
300,Amb. Joane Gottlieb,1,carey@tromp-beatty.test,69,71,30,8,207,familiar,1,f,solteiro,,6,3,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
301,King McCullough II,1,scottie_schneider@dietrich.example,55,61,18,1,437,familiar,7,t,solteiro,,3,2,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
302,Josef Kiehn,1,eldora@pouros.example,15,35,4,9,316,individual,2,f,divorciado,,10,10,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
303,Merlyn Beatty,1,monika.mclaughlin@kiehn.test,31,12,36,9,199,individual,1,t,divorciado,,9,5,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
304,Lane Sanford,1,deloise.torp@koch.example,34,68,33,5,41,familiar,6,f,casado,,10,3,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
305,Vallie Considine,1,latoya.roberts@hermann.test,46,49,31,2,314,familiar,6,t,casado,,8,17,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
306,Shizuko Bergnaum,1,oliver@bruen-fadel.test,12,29,17,4,162,individual,7,f,divorciado,,3,5,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
307,Fr. Lizette Glover,1,huey@kris-thompson.test,67,17,30,8,13,individual,7,t,divorciado,,0,1,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
308,Kevin Bernhard Jr.,1,eugenie_hessel@marks.test,38,52,23,9,132,individual,1,t,casado,,7,8,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
309,Tijuana Satterfield,1,leigh@morar-mclaughlin.test,2,19,10,5,388,familiar,3,f,solteiro,,7,6,2024-02-17 00:32:29 UTC,2024-02-17 00:32:29 UTC
