id_x,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at_x,updated_at_x,id_y,number,cvc,exp_month,exp_year,customer_id,card_status,stripe_id,created_at_y,updated_at_y
95,Tommy Stiedemann,1,zita_runte@huels.test,4,48,24,0,288,familiar,1,f,divorciado,alto,6,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,95,5200828282828210,897,9,2037,95,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
96,Noah Willms,1,eliz_oconner@shields.test,41,5,33,7,198,familiar,1,t,solteiro,alto,1,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,96,5105105105105100,540,3,2026,96,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
97,Gov. Sheri Connelly,1,mee.hickle@bahringer.example,31,38,0,7,281,individual,6,t,solteiro,alto,6,2,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,97,4242424242424242,457,1,2028,97,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
98,Dr. Kenneth Steuber,1,lavinia@mcdermott-ward.example,36,47,4,8,426,familiar,4,t,solteiro,alto,2,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,98,4000056655699556,811,5,2030,98,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
99,Wilbur Veum,1,hector@gorczany.test,39,60,10,8,444,familiar,4,t,divorciado,alto,8,4,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,99,5555555555554444,185,2,2025,99,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
100,Barrie O'Conner V,1,crissy@pagac.test,7,56,1,5,73,familiar,2,f,solteiro,médio,4,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,100,2223003122003222,728,5,2038,100,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
101,Lynsey Hamill,1,micah@johnson-weimann.test,14,24,29,2,134,individual,3,t,casado,baixo,3,5,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,101,5200828282828210,426,9,2034,101,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
102,Jeremy Gutkowski,1,allen_jenkins@kohler-heidenreich.test,17,40,24,4,98,individual,7,t,divorciado,alto,2,18,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,102,5105105105105100,717,10,2029,102,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
103,Arthur Herman,1,stefan@hand.example,86,7,23,4,386,familiar,6,f,divorciado,baixo,5,7,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,103,4242424242424242,447,1,2025,103,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
104,Twana Feeney,1,azzie@boehm.test,69,26,21,5,354,individual,6,f,divorciado,médio,6,16,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,104,4000056655699556,932,8,2034,104,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
105,Kenny Kassulke,1,eugenio.senger@okeefe.example,77,9,20,1,89,individual,1,t,solteiro,alto,1,7,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,105,5555555555554444,935,3,2031,105,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
106,Jinny Mann,1,german@hodkiewicz.test,21,40,19,6,377,individual,2,f,solteiro,baixo,7,5,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,106,2223003122003222,853,8,2025,106,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
107,Shantay Gibson,1,lai@torphy.example,57,23,24,7,496,individual,7,f,divorciado,alto,6,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,107,5200828282828210,787,3,2027,107,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
108,Aleida Olson DDS,1,so@wilkinson.test,9,17,3,5,297,individual,2,t,solteiro,médio,10,5,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,108,5105105105105100,725,10,2036,108,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
109,Ardis Kihn,1,venessa_heller@dickens.example,27,52,22,7,27,individual,4,t,casado,alto,9,0,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,109,4242424242424242,958,7,2031,109,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
110,Numbers Marvin II,1,douglass.rohan@white.test,37,55,14,7,21,individual,6,f,casado,alto,0,4,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,110,4000056655699556,422,6,2026,110,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
111,Daria Breitenberg III,1,saul@murphy.test,41,52,8,2,274,familiar,4,t,solteiro,alto,8,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,111,5555555555554444,749,4,2038,111,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
112,Lashawna Braun,1,benito@mclaughlin.test,40,12,32,2,238,familiar,3,f,divorciado,baixo,5,4,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,112,2223003122003222,109,3,2038,112,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
113,Loren Romaguera DO,1,isiah@weber.test,32,33,2,0,90,individual,7,t,divorciado,baixo,7,0,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,113,5200828282828210,652,8,2031,113,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
114,Damion Yost,1,charles_farrell@rippin.example,30,67,9,0,249,familiar,3,t,casado,médio,1,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,114,5105105105105100,936,3,2025,114,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
115,Eula Emmerich,1,terina@bernhard.test,3,5,33,5,481,familiar,1,t,solteiro,médio,5,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,115,4242424242424242,656,11,2025,115,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
116,Marylou Altenwerth,1,dalton@heaney.test,42,38,9,6,467,individual,7,f,divorciado,baixo,3,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,116,4000056655699556,589,5,2031,116,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
117,Numbers Hettinger,1,christinia@douglas.example,48,6,20,7,408,familiar,1,t,solteiro,médio,9,17,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,117,5555555555554444,310,8,2032,117,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
118,Sommer Hoppe IV,1,jim@flatley-ferry.example,13,9,29,0,466,individual,3,f,casado,baixo,9,4,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,118,2223003122003222,367,3,2034,118,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
119,Duncan Hintz,1,robert@rolfson.test,44,44,36,7,290,familiar,1,f,casado,baixo,4,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,119,5200828282828210,904,10,2035,119,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
120,Fr. Kemberly Koss,1,austin@harris.test,37,22,29,7,354,familiar,5,f,solteiro,alto,8,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,120,5105105105105100,983,6,2035,120,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
121,Mr. Neely Batz,1,davida_runte@frami.example,51,60,10,5,184,individual,3,f,solteiro,alto,3,1,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,121,4242424242424242,347,2,2036,121,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
122,Vincenzo Anderson,1,joanna@macejkovic.test,29,65,31,1,72,individual,1,f,solteiro,alto,5,4,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,122,4000056655699556,757,11,2037,122,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
123,Tawnya Emmerich,1,cinderella@gulgowski.test,70,7,20,7,400,familiar,5,f,casado,alto,8,7,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,123,5555555555554444,227,3,2030,123,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
124,Jacqulyn Oberbrunner LLD,1,beverly.upton@weber-hessel.test,60,29,35,8,152,familiar,6,f,solteiro,alto,9,20,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,124,2223003122003222,657,11,2036,124,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
125,Laureen Blick,1,dillon.moore@streich-kling.example,31,74,25,7,4,familiar,4,f,casado,alto,1,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,125,5200828282828210,804,7,2026,125,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
126,Darby Rohan Esq.,1,geneva.wilkinson@kiehn.example,30,44,31,1,111,familiar,4,f,divorciado,alto,7,4,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,126,5105105105105100,646,8,2032,126,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
127,Goldie Renner,1,damon_hand@trantow-bednar.test,21,18,31,5,123,individual,7,f,casado,médio,2,0,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,127,4242424242424242,481,4,2028,127,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
128,Susy Johnson,1,jerilyn.thiel@abbott.test,37,11,20,0,357,individual,7,t,divorciado,médio,1,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,128,4000056655699556,249,6,2033,128,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
129,Elizabeth Mueller,1,donnell@kutch.test,58,52,19,1,134,individual,3,f,divorciado,alto,5,1,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,129,5555555555554444,893,11,2026,129,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
130,Lemuel Stracke,1,eura_goyette@huels.test,44,20,28,7,368,individual,2,f,casado,baixo,10,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,130,2223003122003222,257,3,2032,130,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
131,Nigel Leffler,1,billye@jaskolski.example,23,74,1,9,398,familiar,4,t,casado,alto,0,0,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,131,5200828282828210,472,10,2039,131,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
132,Keneth Bayer,1,stephane@bins.test,74,18,22,0,369,individual,4,t,casado,médio,1,12,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,132,5105105105105100,153,1,2032,132,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
133,Beau Mann,1,alaina.dibbert@stoltenberg.test,23,44,20,7,135,individual,4,t,casado,alto,4,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,133,4242424242424242,910,10,2029,133,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
134,Pei Hills,1,bradly_keebler@mclaughlin-botsford.test,59,13,7,4,67,individual,2,t,casado,alto,7,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,134,4000056655699556,336,1,2030,134,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
135,Annamae Boehm,1,jeneva@morissette.example,64,15,28,6,429,individual,4,f,casado,alto,0,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,135,5555555555554444,420,7,2026,135,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
136,Jamaal Bernhard JD,1,ellis.stanton@bartell.example,17,40,5,5,89,familiar,4,t,solteiro,médio,8,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,136,2223003122003222,713,11,2038,136,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
137,Dortha Beer,1,ji_bergstrom@witting-ondricka.test,31,14,33,1,200,familiar,1,t,casado,médio,7,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,137,5200828282828210,582,11,2030,137,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
138,Theron Boyle,1,heath_bergstrom@cormier-west.test,48,48,2,3,91,familiar,3,f,solteiro,baixo,10,14,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,138,5105105105105100,242,8,2032,138,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
139,Pres. Johnny Aufderhar,1,glenn@paucek.test,4,48,19,7,203,individual,6,f,solteiro,alto,6,0,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,139,4242424242424242,117,8,2034,139,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
140,Lashay Bahringer Jr.,1,geraldo_donnelly@donnelly.example,80,30,31,4,327,familiar,5,t,casado,médio,3,4,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,140,4000056655699556,702,3,2027,140,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
141,Rep. Nathanael Simonis,1,carmel@hoppe.test,78,44,27,3,291,individual,1,t,casado,baixo,6,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,141,5555555555554444,650,8,2026,141,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
142,Gaston Harvey,1,kevin.armstrong@brekke.example,74,16,34,0,116,familiar,3,t,solteiro,médio,5,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,142,2223003122003222,614,7,2029,142,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
143,Dale Breitenberg,1,lucina_spinka@walsh-kris.test,26,70,8,6,84,familiar,3,f,divorciado,médio,4,0,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,143,5200828282828210,533,8,2037,143,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
144,Bruce Wisoky DC,1,clement_beier@farrell.example,65,51,33,0,217,familiar,5,t,divorciado,alto,5,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,144,5105105105105100,509,11,2032,144,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
145,Alexis Schroeder,1,odell@zieme-fay.example,22,5,35,7,446,familiar,7,f,solteiro,médio,7,1,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,145,4242424242424242,434,10,2030,145,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
146,Clarisa Ritchie,1,bernarda@kilback.test,47,8,3,2,194,familiar,1,t,divorciado,alto,1,18,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,146,4000056655699556,357,11,2027,146,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
147,Travis Bernhard,1,ollie_lehner@mclaughlin.example,3,70,13,3,383,familiar,2,f,divorciado,médio,4,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,147,5555555555554444,259,6,2033,147,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
148,Collin Collins,1,tran@tillman.test,14,18,11,9,473,individual,2,f,solteiro,alto,4,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,148,2223003122003222,266,2,2033,148,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
149,Maximo Dibbert,1,emilio.pouros@cormier-bednar.test,9,1,23,1,405,individual,3,f,divorciado,alto,6,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,149,5200828282828210,152,7,2039,149,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
150,Connie Erdman,1,valentine@pollich.example,77,22,23,3,226,familiar,3,f,solteiro,médio,0,5,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,150,5105105105105100,157,9,2038,150,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
151,Santina Smith,1,marshall@rempel.test,26,70,8,9,359,individual,2,t,divorciado,alto,3,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,151,4242424242424242,856,7,2031,151,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
152,Chang Wuckert,1,jewell.murazik@smith-ankunding.test,43,56,25,1,33,familiar,1,f,casado,baixo,9,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,152,4000056655699556,274,8,2034,152,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
153,Margaretta Keeling,1,dovie_crooks@cartwright-kihn.test,2,33,15,8,176,individual,4,f,divorciado,baixo,8,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,153,5555555555554444,249,4,2027,153,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
154,Claudio Zboncak Esq.,1,hoa@harris.test,83,58,0,6,288,individual,5,f,divorciado,baixo,4,0,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,154,2223003122003222,201,7,2025,154,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
155,Kelly King,1,roxy@king-fritsch.test,27,59,31,5,44,individual,6,t,casado,alto,2,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,155,5200828282828210,762,1,2025,155,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
156,Clint Hintz DO,1,harmony.grimes@borer.test,38,22,23,1,216,individual,3,t,casado,baixo,6,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,156,5105105105105100,828,11,2039,156,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
157,Pearle Herman,1,sachiko@mitchell.example,79,55,12,5,97,familiar,1,f,solteiro,alto,10,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,157,4242424242424242,628,6,2028,157,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
158,Antwan Christiansen,1,nery@abernathy.test,78,65,8,3,116,individual,6,f,casado,alto,4,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,158,4000056655699556,436,8,2030,158,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
159,Dennis Lebsack,1,kate@zboncak.test,46,33,20,8,433,individual,5,f,casado,médio,5,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,159,5555555555554444,523,8,2026,159,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
160,Janeth Hirthe,1,edmond@skiles.example,24,17,26,9,98,individual,2,f,divorciado,baixo,9,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,160,2223003122003222,785,4,2033,160,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
161,Brendan McGlynn,1,teisha@kerluke.test,9,17,18,0,70,familiar,2,f,divorciado,baixo,0,10,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,161,5200828282828210,139,4,2026,161,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
162,Pasquale Hodkiewicz Esq.,1,nada@rosenbaum-ullrich.example,63,33,32,7,462,individual,3,f,casado,médio,10,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,162,5105105105105100,309,2,2039,162,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
163,Caitlin Hansen JD,1,domenica@boyer.test,3,8,2,3,181,individual,4,t,solteiro,médio,9,2,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,163,4242424242424242,442,11,2036,163,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
164,Ms. Dallas Bechtelar,1,nenita@hettinger.test,3,9,12,3,322,individual,7,f,solteiro,alto,3,5,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,164,4000056655699556,827,9,2031,164,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
165,Nicholas Hettinger,1,tracey@grady-streich.test,34,3,37,4,250,familiar,2,t,solteiro,alto,8,7,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,165,5555555555554444,285,2,2027,165,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
166,Gov. Kris McKenzie,1,edgar_ratke@hane.example,67,73,35,5,274,familiar,6,t,casado,baixo,10,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,166,2223003122003222,672,10,2033,166,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
167,Jannie Klocko,1,antoinette@lynch.example,49,42,8,5,298,familiar,2,t,casado,baixo,5,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,167,5200828282828210,609,2,2039,167,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
168,Carley Lehner,1,taylor_ratke@lemke.test,5,7,31,3,38,individual,6,t,solteiro,baixo,3,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,168,5105105105105100,650,4,2034,168,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
169,Sen. Natacha Trantow,1,malcom@damore.test,58,60,19,5,214,familiar,1,f,divorciado,médio,8,0,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,169,4242424242424242,705,5,2036,169,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
170,Suk Stiedemann,1,deena.grimes@walsh-gutkowski.test,49,37,17,3,4,individual,5,f,divorciado,alto,4,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,170,4000056655699556,640,9,2031,170,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
171,Rolland Gutkowski,1,annetta_barrows@watsica.test,19,23,34,0,36,familiar,6,t,divorciado,médio,4,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,171,5555555555554444,228,10,2039,171,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
172,Msgr. Elwood Thiel,1,jerrell_ebert@wolff.test,15,44,14,2,89,individual,5,t,solteiro,alto,7,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,172,2223003122003222,733,5,2035,172,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
173,Vernon Friesen,1,gabriel_zemlak@lindgren.example,84,11,26,1,449,individual,2,t,divorciado,médio,2,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,173,5200828282828210,525,7,2033,173,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
174,Amanda Boyle DC,1,moses@bosco-metz.example,61,59,30,3,452,familiar,2,f,divorciado,médio,4,1,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,174,5105105105105100,285,10,2025,174,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
175,Gov. Forest Fritsch,1,marquitta@auer.example,62,63,29,7,201,individual,3,f,divorciado,médio,4,18,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,175,4242424242424242,718,3,2031,175,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
176,Adolph Bashirian,1,joe@hackett-abbott.example,52,48,17,7,419,familiar,5,f,divorciado,médio,7,2,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,176,4000056655699556,486,3,2036,176,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
177,Gertrude Pfeffer,1,dale_witting@bernier.example,61,5,3,1,350,individual,7,t,divorciado,médio,9,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,177,5555555555554444,231,5,2029,177,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
178,Carson Mueller,1,heath@pollich-wisoky.test,1,48,9,8,338,familiar,2,f,casado,médio,9,18,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,178,2223003122003222,231,7,2032,178,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
179,Chantay Stehr,1,angel@greenfelder.example,55,68,32,6,460,individual,5,f,divorciado,baixo,2,12,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,179,5200828282828210,678,4,2037,179,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
180,Tonisha Koss DVM,1,madelaine@grimes.test,36,69,32,1,60,individual,4,t,divorciado,médio,9,1,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,180,5105105105105100,734,2,2026,180,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
181,Ernestine Pouros,1,genaro_hermiston@crist.test,34,24,4,8,409,familiar,1,t,divorciado,médio,8,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,181,4242424242424242,561,10,2036,181,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
182,Liberty Parker,1,barry@rice.test,64,74,33,6,292,familiar,7,f,divorciado,alto,0,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,182,4000056655699556,672,1,2036,182,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
183,Lu Ward,1,logan@boyer.test,52,26,4,9,435,individual,7,t,divorciado,médio,4,3,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,183,5555555555554444,691,11,2034,183,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
184,Staci Terry,1,claudie@towne.example,19,25,6,5,260,individual,1,t,casado,baixo,5,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,184,2223003122003222,584,11,2031,184,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
185,Mrs. Belinda Krajcik,1,rory.thiel@lang.test,46,12,10,1,294,familiar,5,f,casado,baixo,10,13,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,185,5200828282828210,732,1,2036,185,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
186,Muoi Toy,1,jamie@macejkovic.test,3,50,5,0,151,individual,6,t,divorciado,alto,7,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,186,5105105105105100,432,5,2027,186,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
187,Laurine Bosco,1,rey@rogahn-huels.test,34,73,28,5,354,individual,1,f,casado,alto,6,6,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,187,4242424242424242,899,1,2036,187,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
188,Reanna Funk,1,tisa@barrows-tromp.test,57,53,22,6,138,individual,6,f,divorciado,médio,10,0,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,188,4000056655699556,262,5,2029,188,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
189,Dalton Stokes,1,teena@schimmel-paucek.example,46,70,16,0,144,familiar,4,f,divorciado,alto,1,8,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,189,5555555555554444,600,8,2029,189,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
